position,company,description,numreview,location,Latitude,Longitude
Data Scientist,Annalect,"<span id=""job_summary"" class=""summary""><div><div><div>As every CMO knows, employing technology, data and analytics to business challenges is the cost of entry, not a nice to have. Unlocking the value of consumer data can deliver growth, revenue and ROI, and create differentiation to stay on top. Real-time action is instrumental in driving results within a highly fragmented marketplace. Annalect’s data solutions are built to deliver insightful results with speed, accuracy and a single version of the truth. In leveraging the DNA of a marketing agency with a talent pool of developers, data scientists and Ph.Ds, we hold a unique position in the increasingly crowded ad tech and consulting space.
</div><br>
<div>Join our dynamic and diverse team at Annalect – data solutions for marketers, by marketers.</div>
<br>
<div>Position Overview</div>
<ul><li>Exploration and experimentation with large number of datasets to draw insights and search for stories</li><li>
Modeling and building algorithms on top of our vast number of datasets</li><li>
Assist in designing tech infrastructure and data pipelines (ETL, data automation, data querying, etc.)</li><li>
Building tools to process, visualize and analyze data</li><li>
Designing and building data-driven software products</li></ul>
Deploying scalable solutions to cloud-based infrastructure
<br>
<br>
</div><div><div>Required Skills</div>
<ul><li>Experience with predictive modeling, databases, computational simulation, clustering, machine learning, and remote computing, e.g., Amazon AWS</li><li>
3+ years experience with Python (numpy, scikit, matplotlib, and pandas packages), SQL, bash, R, and other similar statistical computating environments</li><li>
Exposure to Javascript, HTML/CSS, XML, Hadoop, and parallel processing</li><li>
Very strong written and verbal communication skills; thrive in a rapidly-evolving environment</li></ul>
<br>
<div>Education &amp; Experience</div>
<ul><li>Advanced degree in a quantitative discipline preferred or equivalent work experience</li></ul>
<h2 class=""jobSectionHeader""><b>Perks of Working @ Annalect:</b></h2>
<ul><li>Outstanding work/life balance</li><li>
Generous vacation policy, Summer Fridays and extended time off around the holiday season</li><li>
Education reimbursement and major discounts with gyms and retailers</li><li>
Annalect was awarded “Smart Data Agency of the Year” at I-Com in 2015</li><li>
Opportunity to work in a forward-thinking company that conceptualizes and builds awesome stuff driven by technology</li></ul></div></div></span>",7 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,Tapestry,"<span id=""job_summary"" class=""summary""><div><p>Make a Lasting Impression. Join Tapestry, the first New York-based house of modern luxury lifestyle brands. A successful career at Tapestry is built on hard work, determination and a genuine passion for what you do. At Tapestry, you are part of a global house of brands that is built around our shared values of optimism, innovation and inclusivity. We believe anyone from anywhere can have the best idea, and with creativity and perseverance, anything is possible.</p>
<p>Whether it be Coach, Stuart Weitzman or Kate Spade, each of our great brands around the world helps people express themselves in their own unique ways.</p>
<p><b>
Purpose: </b>Retail as an industry is changing. With an increasing amount of shopping done online, traditional retailers must innovate to stay relevant. The Global Strategy and Data Labs Team at Tapestry is tackling these challenges by leveraging our deep data assets to provide a best in class, worldwide capability to drive actionable customer understanding. We are looking for individuals with a passion for discovery, innovation, and the power of advanced analytics to drive financial results and improve customer experiences. We work collaboratively with business partners across the organization to define the questions to ask, pursue the best opportunities, share insights, and develop practical business recommendations.</p>
<p><b>What you’ll do…</b></p>
<ul><li>Build statistical analyses and machine learning models using rich, multi-brand, longitudinal data sets covering over 106 million customers globally</li>
<li>Communicate with our cross-functional business partners to find the right questions, the right data, and the right approaches needed to reach our goals</li>
<li>Be willing to work at all levels of a multi-billion dollar fashion retailer (design, marketing, customer retention and acquisition, pricing, inventory, logistics, ecommerce, wherever we can make an impact)</li>
<li>Collaborate with our data engineers to innovate in the sourcing, management, and use of data</li>
<li>Spend each day in a collaborative, friendly, challenging environment with the brightest, most driven people in retail in a brand new building at Hudson Yards with amazing views of Manhattan</li></ul>
<br>
<p><b>What you’ll need…</b></p>
<ul><li>A quantitative/technical/analytics education (Masters/PhD in a quantitative discipline preferred)</li>
<li>Proficiency in applying statistical/machine learning methods in the real world where the highest AUC isn’t always the best solution</li>
<li>Contemporary data engineering / data science technical skills (e.g. SQL, R, Python) and a desire to try out the cutting edge</li>
<li>No retail experience required. We’ll teach you retail. We’ll teach you fashion. Just bring your curiosity.</li>
</ul><p>Tapestry, Inc. is an equal opportunity and affirmative action employer and we pride ourselves on hiring and developing the best people. All employment decisions (including recruitment, hiring, promotion, compensation, transfer, training, discipline and termination) are based on the applicant’s or employee’s qualifications as they relate to the requirements of the position under consideration. These decisions are made without regard to age, sex, sexual orientation, gender identity, genetic characteristics, race, color, creed, religion, ethnicity, national origin, alienage, citizenship, disability, marital status, military status, pregnancy, or any other legally-recognized protected basis prohibited by applicable law. *LI-JW1 Visit Tapestry, Inc. at http://www.tapestry.com/</p></div></span>",25 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,Reorg Research,"<span id=""job_summary"" class=""summary""><div><div><div>Reorg Research provides breaking news and market-moving intelligence along with cutting-edge technology and data for hedge funds, investment banks and law firms. We are changing the way that professionals access opaque or complex information, and we are always looking for bright minds to join us on that mission.</div><div><br>
</div><div>
Reorg Research is one of the fastest growing start-ups in NYC and we are changing the way professionals access and understand complex information and data in their daily lives. In addition to being one of leading emerging platforms for financial intelligence, Reorg consumes numerous data feeds to help drive our editorial process and provide better access for our customers. With the ever-increasing size of our data and our goal to expand, develop, and refine our data sets and information streams, we are looking for a passionate individual to take our technology offering to new heights. Our goal is to build tools, systems, and models that will extract relevant, meaningful, and actionable information from our data sets with the goal to make our customers and our internal stakeholders better at their jobs. We believe that by combining very powerful technologies with sophisticated business professionals we can unlock billions of dollars of value for our users across a wide variety of job functions.</div></div>
<div><div><h3 class=""jobSectionHeader""><b>Responsibilities</b></h3><div><ul><li>
Build a foundation of state of the art technical and scientific capabilities to enhance our cutting edge financial intelligence
</li><li>Propose, build, and execute various data science models to leverage existing data to improve business and create new business avenues utilizing unstructured data</li><li>
Work on the complex problems at the intersection of finance and technology</li><li>
Collaborate with the product and technology teams to contribute to the advanced data analytics and product development efforts</li><li>
Apply Data Science principles to solve practical, real world problems</li></ul></div></div></div>
<div><div><h3 class=""jobSectionHeader""><b>Requirements</b></h3><div><ul><li>
M.S. in a quantitative field
</li><li>3+ years of professional experience as a Data Scientist</li><li>
NLP experience is a must</li><li>
Experience with unstructured text data and performing tasks such as text mining, sentiment analysis, language modeling, classification, and information retrieval tasks</li><li>
Proficient in R and Python</li><li>
Familiar with SQL and NoSQL</li></ul></div></div></div>
<div><div>Reorg Research provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Reorg Research complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training</div></div></div></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,7Park Data,"<span id=""job_summary"" class=""summary""><div><p>We are looking for a Data Scientist who will help us discover actionable information and signals within the vast amounts of data we collect and process. Your primary focus will be to apply advanced statistical modeling techniques to large large, un/semi-structured datasets. At 7Park, our product <i>is</i> data, so the opportunities for an experienced data scientist are almost limitless. Solid data hygiene skills - the ability to assess ""messy"" data and locate insights - are essential to success.</p><p>
Compensation package: includes highly competitive salary, bonus, equity and 401(k) plan.</p><p><br>
<b>
Responsibilities</b></p><ul><li>
Lead discovery processes with stakeholders to identify data product requirements and the expected outcome</li><li>
Plan, develop, and apply leading-edge analytic and quantitative tools and modeling techniques to help 7Park Data’ clients gain insights and improve decision-making</li><li>
Review internal and external analytical techniques, identify what data is available and relevant, source the necessary data</li><li>
Processing, cleansing, and verifying the integrity of data used for analysis</li><li>
Collaborate with Data Engineers and Software Developers to develop experiments and deploy solutions to production</li><li>
Utilize patterns and variations in volume, speed and other characteristics of data to strength 7Park's data products, and develop new ones</li><li>
Write research reports describing the experiment conducted, results, and findings</li><li>
Make strategic recommendations to technology, product, and senior management</li><li>
Leads the design and deployment of enhancements and fixes to systems as needed</li></ul><p><b>
Requirements</b></p><ul><li>
Master’s Degree or higher with solid quantitative experience. PHD degree preferred</li><li>
Five years relevant professional experience with a proven track record of leveraging analytics and large amounts of data to drive significant business impact</li><li>
Solid knowledge of statistical techniques (parametric and non-paramentric methods, ML, visualization).</li><li>
Deep knowledge of statistical modeling in the R language and/or Python/Pandas</li><li>
Experience modeling large data sets using Hadoop MapReduce, Spark, etc., is a plus</li><li>
Experience leading teams</li></ul><p><b>
Company Description</b><br>
</p><p>
7Park Data is the trusted source of consumer and business insights for global companies, powered by our proprietary insights platform of passively collected behavioral data with massive scale. 7Park Data’s industry-leading data intelligence products report on vital performance measures with unparalleled granularity and scale.</p><p>
Our platform contextualizes real-time data more than 1 billion global consumers across 100+ countries to deliver businesses unprecedented clarity into marketplace trends, evolving customer preferences and company performance. 7Park Data has 50 employees and is headquartered in NYC.</p></div></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,Ipsos North America,"<span id=""job_summary"" class=""summary""><div><p><b>Data Scientist</b></p>
<p>
Ipsos is the global market research leader with over 16,000 employees spread across offices in 88 countries, who help our clients – governments, Fortune 500 companies, and major international NGOs shape the world around us.</p>
<p>
We are currently seeking a recent/future graduate with experience in Data Science to join the U.S. group and support our Risk Analytics Division. You will become a part of the team, which – among other interesting projects – works on real time political risk analytics, including global election and public opinion forecasting.</p>
<p>
A great candidate will have deep interest in data and analytics and the dedication to apply that passion. We need someone that possesses the technical ability and the communication skills to implement data science methods for a diverse set of client needs, uncover insights, and relate them concisely and clearly to stakeholders at varying levels of technical sophistication. The role also requires conscientious attention to detail, an ability to work well on a small team, and a self-starter approach to debugging and problem solving. Bonus points for that unique mix of intelligence and laziness.</p>
<p><b>
As a Data Scientist, you will:</b></p>
<ul>
<li>Work closely with team members on design and execution of large-scale modeling efforts, including programming, statistical analysis, and reporting.</li>
<li>Collaborate on programming new data science products by translating needs identified with clients into analytic frameworks that can be developed into polished applications.</li>
<li>Maintain and enhance large codebases underlying existing key applications.</li>
<li>Support other marketing science analyses for clients as required.</li>
<li>Communicate with and provide consulting for internal teams and external clients on data models, analysis findings, process efficiency, and marketing science best practices.</li></ul>
<br>
<p><b>Requirements:</b></p>
<ul>
<li>Proficiency in advanced Python programming, including the ability to produce and maintain reusable and modular codebases.</li>
<li>Bachelor’s degree.</li>
<li>Comfortable working in a highly collaborative, consensus-oriented environment.</li>
<li>Experience in analytics, extracting and surfacing value from quantitative data.</li>
<li>Strong eye for detail, ability to communicate scientific concepts both in written form and verbally, and excellent time-management skills.</li></ul>
<br>
<p><b>Pluses:</b></p>
<ul>
<li>Professional or academic experience with modern techniques and algorithms in machine learning and statistical computing such as neural networks, genetic algorithms, Bayesian modeling, data fusion, drivers analysis, clustering/segmentation, predictive analytics, network analysis, Monte Carlo, and agent-based models.</li>
<li>Working knowledge of SQL and experience with database design and administration.</li>
<li>Experience with version control systems (e.g. Git).</li>
<li>Large dataset manipulation. Experience in distributed storage and computing.</li>
<li>Experience with JavaScript, esp. visualization libraries (e.g. d3.js).</li>
<li>Experience creating and deploying web applications.</li>
<li>Advanced degree (M.S., Ph.D.), but by no means required.</li>
<li>Experience in the field of Market Research.</li></ul>
<br>
<ul><li>This position can be located in our Chicago, NYC, San Francisco or Washington DC, office</li></ul>
<p>
#LI-LM1</p><br>
Required Skills<br>
<br>
Required Experience</div></span>",333 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,Conde Nast,"<span id=""job_summary"" class=""summary""><div><div>Condé Nast is home to many of the world's most-celebrated magazine and website brands. The company's reputation for excellence is the result of our commitment to publish the best consumer, trade and lifestyle content. Our brands include Vogue, Glamour, Vanity Fair, New Yorker, Wired, Epicurious, and many more. Passion is the core of our philosophy at Condé Nast. Our mission is not only to inform readers but to ignite and nourish their passions.</div><div>
We are seeking an experienced and highly motivated data scientist to join our team in New York. This individual will support enterprise initiatives on segmentation, personalization, and campaign forecasting/optimization through in-depth, statistical &amp; quantitative analyses of consumer data, and integration of high quality prediction systems into our brands &amp; products.</div><div><b>
Primary Responsibilities</b></div><ul><li><div>
Conduct statistical analysis of consumer web, demographic, behavioral, and transactional data in support of strategic initiatives, from very large datasets (both structured and unstructured). Project work covers all phases – conceptualization, assessment, planning, data acquisition, profiling, modeling, documentation, and presentation of findings/recommendations.</div></li><li><div>
 Design tests, benchmark and track performance of analytic solutions/models over time.</div></li><li><div>
Work with management and organizational peers to improve business results, by applying machine learning to ongoing business activities, and develop recommendations to guide future activities.</div></li><li><div>
 Work with partners in Data Engineering, Marketing, Product, Programmatic and Ad Operations teams, to operationalize integration of analytic models into production environment(s).</div></li><li><div>
 Conduct exploratory analysis against consumer data from internal or external sources, to surface interesting and valuable insights.</div></li><li><div>
Stay current on relevant academic and industry developments to identify best-in-class algorithms, techniques, libraries, etc.</div></li><li><div>
Partner with team members to evolve existing capabilities.</div></li><li><div>
Perform ad hoc analytic tasks and reporting as needed.</div></li></ul><div><b>
Required Skills:</b></div><ul><li><div>
The ideal candidate will have many, if not all, of the skills and experience here:</div></li><li><div>
Exceptional quantitative analytics/applied statistics skills, including regression, clustering, machine learning, and other techniques appropriate for large scale data analysis.</div></li><li><div>
Exceptional skills with Python and R.</div></li><li><div>
Exceptional programming skills, in a modern-stack, Linux environment. This includes knowledge of approaches to automate workflows and data pipelines.</div></li><li><div>
Experience with big data technologies: Hadoop, AWS/EMR, Spark, Hive.</div></li><li><div>
Two or more years of business/marketing analytics experience, preferably in a consumer-based media organization.</div></li><li><div>
Exceptional communication skills, particularly in communicating and visualizing quantitative findings in a compelling and actionable manner for management.</div></li><li><div>
Strong set of professional skills: attention to detail; analytic, logical and creative problem solving; critical thinking; ability to work independently and within a cross-functional team.</div></li><li><div>
 Advanced degree with an emphasis in a quantitative discipline such as statistics, engineering, economics or mathematics. PhD preferred.</div></li></ul><div><b>
About Conde Nast Co/Lab</b></div><div>
The Co/Lab Team at Condé Nast is a multidisciplinary group of designers, strategists, researchers, product managers and engineers dedicated to creating and building innovative, user-centric solutions. Focused on crafting transformative experiences for existing and emerging products, the team shapes and drives the digital strategy across Condé’s portfolio of brands.</div></div></span>",241 reviews,"New York, NY 10007",40.7136487,-74.0087126
Data Scientist,Intent Media,"<span id=""job_summary"" class=""summary"">Intent Media isn’t your usual company. Our work is powered by the premise that every person at Intent Media is unique and possesses a distinct set of skills, personality, and passions. We embrace our collective talents to tackle technical challenges, refine our successfully disruptive business ideas and co-create one of the most human and inspiring work cultures out there. We are a team of collaborators who value and reward shared success over individual heroics.
<br><br>
As a member of our Data Science team, you will use your quantitative expertise to identify new areas of research and optimization, and then see those ideas through to production. Data Science is a fundamental contributor to Intent Media’s success - your work will have a direct and tangible impact on the business.
<br><br>
There are no typical projects, but a workflow might involve performing research and analysis against petabytes of historical data using our collection of large-scale analytics tools like Spark, Snowflake, and RedShift, building prototypes using mostly Scala or another functional language, pairing with engineers on the Modeling and Prediction team to harden and deploy the functionality, and running live tests to monitor the results.
<br><br>
All of these steps take place in an environment of respect and collaboration, and the Data Science team is empowered to own its agile processes. Every member of the team is expected to be both a student and teacher, and we believe that the most effective Data Science team is one that is collectively learning and growing. Experience in coaching and mentoring colleagues at all levels is strongly desired. As part of the Data Science team, you’d help build out a real-time predictive analytics platform that makes decisions for some of the largest sites on the web.
<br><br>
<b>About You:</b><br>
<ul>
<li>Significant industry experience in several of the following areas: personalized experiences, big data analytics, implementing machine learning &amp; statistical methods, designing and running A/B tests, product design and life cycle, writing production code, designing online auctions.</li>
<li>Experience in user experience customization a plus</li>
<li>Experience coaching and mentoring team members</li>
<li>Experience writing production software in languages like Scala, Clojure, Java, Python, or C++ in an agile, collaborative environment</li>
<li>Experience with handling large amounts of data (TB+) in a production setting</li>
<li>Experience with Spark is a significant plus</li>
<li>You are familiar with Test Driven Development and treat your test code with the same respect as production code.</li>
<li>Experience in ad-tech a plus</li>
</ul>
<b>About Us:</b><br>
Intent Media is the data science company for the world’s leading travel sites. Sophisticated machine learning capabilities — trained and fine-tuned for years — enable us to serve ads and conversion-boosting user experiences based on a unique understanding of where a given user is in the shopping journey.
<br><br>
We operate in more than 40 countries with hundreds of airline, hotel, car rental, online travel agency and meta-search partners around the globe, including nine of the top 10 OTAs and meta-search sites in North America. We’re over 100 people strong, with offices in NYC (HQ), London and Munich.
<br><br>
Every day, we’re inspired by two pursuits. First, we’re building novel products that are upending e-commerce. Second, we’re building the company we’ve always wanted to work for — one that’s open, human and collaborative, where very smart people come together to share ideas and get things done. We’ve been included on the Crain’s top 100 places to work in NYC list for six years running!
<br><br>
Love Your Job!
<br><br>
Our employees enjoy coming to work, and we let them know they're valued.
<br><br>
Our vibrant team accomplishes a lot every day, but we insist upon work/life balance so things never become stale. We don’t take ourselves too seriously, but we take our work very seriously. We believe that in order for our employees to perform their best, they need access to strategic decisions, and so our flat structure and open communication invite innovation from all levels — ideas flow freely.
<br><br>
We offer competitive compensation, stock options, and great perks &amp; benefits, including:
<br><br>
<ul>
<li>Unlimited vacation</li>
<li>A generous parental leave policy</li>
<li>A beautiful, dog-friendly office in SoHo with drinks and snacks</li>
<li>An open environment with lots of natural light and roof deck access</li>
<li>Annual $2,000 learning budget and Citi Bike membership</li>
<li>Access to Fond, our employee perks program featuring deals and discounts on hundreds of products and services</li>
<li>Access to Sherpaa, a telehealth service with 24/7</li>
<li>In-office yoga classes</li>
<li>Company-wide social events, and more!</li>
</ul>
So what are you waiting for? Apply with your resume in just a few clicks! You can learn more about us at:
<br><br>
About Intent Media ( http://www.intentmedia.com/about )
<br><br>
Intent Media Products ( http://www.intentmedia.com/products )
<br><br>
Instagram ( https://www.instagram.com/intentmedia/ )
<br><br>
LinkedIn ( https://www.linkedin.com/company/205917/ )
<br><br>
Twitter ( http://www.twitter.com/intentmedia )</span>",2 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,ITL USA,"<span id=""job_summary"" class=""summary""><div><b>Infosys – DNA - Analytics - Data Scientist - US</b><br>
<br>
Infosys is a global leader in technology services and consulting. We enable clients in more than 50 countries to create and execute strategies for their digital transformation. From engineering to application development, knowledge management and business process management, we help our clients find the right problems to solve, and to solve these effectively. Our team of 200,000 innovators, across the globe, is differentiated by the imagination, knowledge and experience, across industries and technologies, that we bring to every project we undertake.<br>
<br>
<b>Wanted: Global Innovators To Help Us Build Tomorrow’s Enterprise Using</b><br>
<br>
As a <b>Data Scientist</b>, you will significantly contribute to identifying best-fit architectural solutions for one or more projects; apply data science techniques to analyze large amounts of data, presenting data insights using high impact visualization, provide regular support/guidance to project teams on complex coding, issue resolution and execution. You will collaborate with some of the best talent in the industry to create and implement innovative high quality solutions, participate in Sales and various pursuits focused on our clients' business needs. You will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued.<br>
<br>
Location for this position can be: Raleigh, NC, New York, NY, Jersey City, NJ, Boston, MA, San Francisco Bay Area, CA. This role will require relocation and may require travel.<br>
<br>
U.S. citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.<br>
<br>
<b>Qualifications</b><br>
<b>Basic</b><br>
<ul><li>Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.</li><li>At least 7 years of experience in Information Technology.</li></ul><br>
<b>
Preferred</b><br>
<ul><li>Masters or Ph.D. in Mathematics, Statistics, Computer Science, Operations Research, Engineering Science, Astrophysics, Computational Biology.</li><li>Exposure to data science and machine learning techniques and best practices including processing, cleansing, and verifying the integrity of data used for analysis</li></ul><br>
<ul><li>Apply analytical rigor and statistical methods to analyze large amounts of data, using advanced analytics techniques.</li><li>Experience with Python/R/Scala in Natural Language Processing (NLP) and Text Analytics, Time series modelling or Computer Vision.</li></ul><br>
<ul><li>At least 5 years of experience understanding business requirements from client and translate it to appropriate Data Analytics use cases</li><li>At least 4 years of experience leading project planning and delivery effort from the domain team</li><li>At least 3 years of programming in R/Python and SQL</li><li>Experience in Tableau/Spotfire Visualization and ability to quickly ramp up on PowerBI</li></ul><br>
<ul><li>Strong skills in communicating and presenting data-derived insights to non-technical audiences appropriately</li><li>Strong skills in communicating and presenting data-derived insights to non-technical audiences appropriately</li><li>Expected to build value through deep product, functional and application expertise and client engagement capabilities</li><li>Apply analytical rigor and statistical methods to analyze large amounts of data, using advanced analytics techniques.</li></ul><br>
The job also entails sitting as well as working at a computer for extended periods of time. Should be able to communicate by telephone, email or face to face.<br>
<br>
<b>About Us</b><br>
Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging business trends and outperform the competition. We help them transform and thrive in a changing world by co-creating breakthrough solutions that combine strategic insights and execution excellence.<br>
<br>
<b>EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin</b></div></span>","10,251 reviews","New York, NY",40.7127753,-74.0059728
Data Scientist,Morgan Stanley,"<span id=""job_summary"" class=""summary"">Company Profile
<br>Morgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments and individuals from more than 1,200 offices in 43 countries.
<br>As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. Morgan Stanley can provide a superior foundation for building a professional career - a place for people to learn, to achieve and grow. A philosophy that balances personal lifestyles, perspectives and needs is an important part of our culture.
<br><br>
Technology
<br>Technology works as a strategic partner with Morgan Stanley business units and the world's leading technology companies to redefine how we do business in ever more global, complex, and dynamic financial markets. Morgan Stanley's sizeable investment in technology results in quantitative trading systems, cutting-edge modeling and simulation software, comprehensive risk and security systems, and robust client-relationship capabilities, plus the worldwide infrastructure that forms the backbone of these systems and tools. Our insights, our applications and infrastructure give a competitive edge to clients' businesses—and to our own.
<br><br>
MS Investment Management (IMIT) Technology
<br>Morgan Stanley Investment Management (IMIT) Technology exclusively partners with the Morgan Stanley Investment Management (MSIM) business division to design and develop systems and integrate vendor products to globally support full life cycle business processing. Activities include Portfolio Analysis, Risk, Trading, Operations, and Sales &amp; Marketing. Morgan Stanley Investment Management (MSIM) Technology also provides holistic support and quality assurance across the suite of applications used in the MSIM environment.
<br><br>
The Role
<br>Sales and Marketing are looking for an experienced Data Scientist with Machine Learning focus. The person in this role would be responsible for conducting data analysis and developing predictive models leveraging data science and machine learning to solve various business use cases, including sales prospecting, segmentation, and lead generation. We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company and external data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
<br><br>
Responsibilities
<br><ul>
<li>Work with stakeholders to identify opportunities for leveraging company data to drive business analytics solutions.</li>
<li>Research and develop statistical learning models for data analysis</li>
<li>Communicate results and ideas to key decision makers</li>
<li>Identify valuable data sources and automate collection processes</li>
<li>Undertake preprocessing of structured and unstructured data</li>
<li>Analyze large amounts of information to discover trends and patterns</li>
<li>Build predictive models and machine-learning algorithms</li>
<li>Combine models through ensemble modeling</li>
<li>Present information using data visualization techniques</li>
<li>Collaborate with sales, marketing and product development teams</li>
</ul>
Skills and Experience
<br><ul>
<li>Strong problem solving skills with an emphasis on sales and marketing predictive analytics.</li>
<li>Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.</li>
<li>Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.</li>
<li>Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.</li>
<li>Excellent written and verbal communication skills for coordinating across teams.</li>
<li>A drive to learn and master new technologies and techniques.</li>
<li>Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.</li>
<li>Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.</li>
<li>Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.</li>
<li>Experience analyzing data from 3rd party providers: MarketMetrics, etc.</li>
<li>Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.</li>
<li>Experience visualizing/presenting data for stakeholders using: Business Objects, Tableau, D3, ggplot, etc.</li>
</ul>
Requirements
<br><ul>
<li>BSc/BA in Computer Science, Statistics, Applied Math, Engineering or relevant field; Graduate degree in Data Science or other quantitative field is preferred</li>
<li>Proven experience as a Data Scientist or Data Analyst</li>
<li>7+ years’ practical experience with SAS, ETL, data processing, database programming and data analytics</li>
<li>Extensive background in data mining and statistical analysis</li>
<li>Able to understand various data structures and common methods in data transformation</li>
<li>Excellent pattern recognition and predictive modeling skills</li>
<li>Experience with programming languages such as Java/Python an asset</li>
<li>Understanding of machine-learning and operations research</li>
<li>Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset</li>
<li>Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)</li>
<li>Analytical mind and business acumen</li>
<li>Strong math skills (e.g. statistics, algebra)</li>
<li>Problem-solving aptitude</li>
<li>Excellent communication and presentation skills</li>
</ul>
</span>","2,694 reviews","New York, NY",40.7127753,-74.0059728
Data Scientist,Alphasights: Engineering,"<span id=""job_summary"" class=""summary"">At AlphaSights, we search through more than 500 million professionals working in the world today to find the small handful of experts qualified to answer our clients needs. They use these insights to drive amazing progress ( https://www.alphasights.com/use-cases ) within their organisations. Our mission is to provide access to dispersed, hidden, and underutilized knowledge.
<br><br>
We’ve made terrific progress working in this new space, but there is still an incredible amount of work to do. We’ve only just scratched the surface on how we can apply technology to this problem.
<br><br>
AlphaSights' Data Scientists help to build new products, improve search and discovery, and perform predictive analysis to improve new client conversions. As a data scientist you will find patterns in a unique view into the world economy and develop an understanding of why clients seek experts. Ultimately, your work will power the next generation of features to help our clients find who their looking for.
<br><br>
We're looking for people who are interested in building software systems to an incredibly high standard, comfortable working across multiple languages, and learn quickly when new technologies are introduced. We care more about your engineering and data science skills versus your deep knowledge of a particular language or framework.
<br><br>
<b>You will:</b><br>
<ul>
<li>Improve the speed at which we can help clients find the advisors they are looking for</li>
<li>Develop data science products to improve workflow effeciency</li>
<li>Work in small, nimble teams</li>
<li>Understand our business context deeply and leverage your engineering and data science knowledge to propose creative solutions to problems</li>
<li>Write production level code to expose the models that you build</li>
<li>Contribute to our open source projects ( https://engineering.alphasights.com/open-source )</li>
</ul>
<b>You might be a fit if you:</b><br>
<ul>
<li>Have 3+ years of industry experience</li>
<li>Have experience with Natural Language Processing, including techniques such as Word2Vec, Recurrent Neural Networks, and LSTMs</li>
<li>Have built Machine Learning solutions, Statistical Models, or Recommendation Systems that serve results on demand to web applications</li>
<li>Enjoy the end to end ownership, decision making, and fast paced development of greenfield projects</li>
<li>Have a proven track record of building product offerings end to end</li>
<li>Constantly learn from and mentor others</li>
<li>See yourself as an entrepreneur as well as a data scientist</li>
<li>Are interested in working in a team applying data science to solve challenging business problems</li>
<li>Deep learning a plus</li>
</ul>
<b>You might work on:</b><br>
<ul>
<li>Recommendation systems</li>
<li>Predictive models using real time data of the global economy</li>
<li>Trend analysis</li>
</ul>
<b>Who you would work with:</b><br>
<ul>
<li>You would join a dynamic, multinational, and diverse team who enjoy solving interesting problems in a collaborative environment</li>
<li>We have self-taught engineers and data scientists as well as graduates from top Computer Science and Engineering schools</li>
<li>Your co-workers will include motivated recent graduates as well as experienced industry leaders from companies such as Google and Amazon</li>
</ul>
Don't worry if your experience or background doesn't match all of these areas, we believe a broad spectrum of experience ( https://engineering.alphasights.com/#team ) provides great perspective on solving problems in new and innovative ways and we’d love to hear from you.
<br><br>
Find out more ( http://engineering.alphasights.com )</span>",,"New York, NY",40.7127753,-74.0059728
